Den_ID	Year	Status	Species	Litter_ID	Comments
FOX131	2018	NR			
FOX132	2018	NR			
FOX133	2018	NR			
FOX134	2018	NR			
FOX135	2018	NR			
FOX137	2018	NR			
FOX139	2018	NR			
FOX140	2018	NR			
FOX141	2018	NR			
FOX142	2018	NR			
FOX143	2018	NR			
FOX144	2018	NR			
FOX145	2018	NR			
FOX146	2018	NR			
FOX147	2018	NR			
FOX148	2018	N	Arctic Fox	2018_AF06	
FOX149	2018	NR			
FOX150	2018	NR			
FOX151	2018	NR			
FOX152	2018	NR			
FOX153	2018	NR			
FOX154	2018	NR			
FOX155	2018	NR			
FOX156	2018	NR			
FOX157	2018	NR			
FOX158	2018	NR			
FOX159	2018	NR			
FOX160	2018	NR			
FOX161	2018	NR			
FOX163	2018	NR			
FOX164	2018	NR			
FOX201	2018	NR			
FOX202	2018	NR			
FOX203	2018	N	Arctic Fox	2018_AF07	Natal AND rearing den. Litter split between FOX203 and FOX204.
FOX204	2018	R	Arctic Fox	2018_AF07	
FOX205	2018	NR			
FOX206	2018	NR			
FOX207	2018	NR			
FOX208	2018	NR			
FOX209	2018	NR			
FOX305	2018	NR			
FOX317	2018	NR			
FOX319	2018	NR			
FOX322	2018	NR			
FOX323	2018	NR			
FOX324	2018	NR			
FOX325	2018	NR			
FOX334	2018	NR			
FOX335	2018	NR			
FOX336	2018	NR			
FOX337	2018	NR			
FOX338	2018	NR			
FOX339	2018	NR			
FOX401	2018	NM			
FOX001	2019	R	Arctic fox	2019_AF01	
FOX002	2019	NR			
FOX003	2019	NR			
FOX004	2019	R	Arctic fox	2019_AF01	
FOX005	2019	NR			
FOX006	2019	NR			
FOX007	2019	NR			
FOX008	2019	NR			
FOX009	2019	N	Arctic fox	2019_AF02	
FOX010	2019	R	Arctic fox	2019_AF01	
FOX014	2019	R	Arctic fox	2019_AF03	
FOX015	2019	NR			
FOX016	2019	N	Arctic fox	2019_AF01	
FOX018	2019	N	Arctic fox	2019_AF04	
FOX019	2019	NR			
FOX020	2019	NR			
FOX021	2019	NR			
FOX022	2019	NR			
FOX023	2019	N	Arctic fox	2019_AF03	
FOX024	2019	N	Arctic fox	2019_AF05	
FOX025	2019	NR			
FOX026	2019	NR			
FOX027	2019	N	Arctic fox	2019_AF06	
FOX028	2019	NR			
FOX029	2019	NR			
FOX031	2019	NR			
FOX032	2019	NR			
FOX034	2019	NR			
FOX036	2019	R	Arctic fox	2019_AF04	
FOX037	2019	NR			
FOX038	2019	NR			
FOX041	2019	NR			
FOX042	2019	NR			
FOX043	2019	NR			
FOX044	2019	R	Arctic fox	2019_AF05	
FOX045	2019	NR			
FOX047	2019	NR			
FOX048	2019	NR			
FOX049	2019	NR			
FOX101	2019	N	Arctic fox	2019_AF07	
FOX102	2019	R	Arctic fox	2019_AF07	
FOX104	2019	R	Arctic fox	2019_AF16	
FOX105	2019	R	Arctic fox	2019_AF07	
FOX106	2019	N	Arctic fox	2019_AF08	
FOX107	2019	N	Arctic fox	2019_AF09	
FOX108	2019	R	Arctic fox	2019_AF16	
FOX109	2019	NR			
FOX111	2019	N	Arctic fox	2019_AF10	
FOX112	2019	NR			
FOX113	2019	R	Arctic fox	2019_AF20	
FOX114	2019	NR			
FOX115	2019	R	Arctic fox	2019_AF13	
FOX116	2019	NR			
FOX117	2019	R	Arctic fox	2019_AF15	
FOX121	2019	NR			
FOX122	2019	R	Arctic fox	2019_AF17	
FOX123	2019	NR			
FOX124	2019	NR			
FOX125	2019	NR			
FOX126	2019	R	Arctic fox	2019_AF19	
FOX127	2019	NR			
FOX128	2019	N	Arctic fox	2019_AF11	
FOX131	2019	N	Arctic fox	2019_AF12	
FOX132	2019	NR			
FOX133	2019	N	Arctic fox	2019_AF13	Litter was split between FOX133 and FOX115 for rearing
FOX134	2019	R	Arctic fox	2019_AF17	
FOX135	2019	R	Arctic fox	2019_AF10	
FOX137	2019	R	Arctic fox	2019_AF18	
FOX139	2019	NR			
FOX140	2019	NR			
FOX141	2019	NR			
FOX142	2019	NR			
FOX143	2019	N	Arctic fox	2019_AF14	
FOX144	2019	NR			
FOX145	2019	R	Arctic fox	2019_AF16	
FOX146	2019	N	Arctic fox	2019_AF15	
FOX147	2019	N	Arctic fox	2019_AF16	
FOX148	2019	N	Arctic fox	2019_AF17	
FOX149	2019	NR			
FOX150	2019	R	Arctic fox	2019_AF08	
FOX151	2019	N	Arctic fox	2019_AF18	
FOX152	2019	N	Arctic fox	2019_AF19	
FOX153	2019	NR			
FOX154	2019	NR			
FOX155	2019	NR			
FOX156	2019	R	Arctic fox	2019_AF18	
FOX157	2019	NR			
FOX158	2019	N	Arctic fox	2019_AF20	
FOX159	2019	NR			
FOX160	2019	NR			
FOX161	2019	NR			
FOX163	2019	NR			
FOX164	2019	NR			
FOX201	2019	N	Arctic fox	2019_AF21	
FOX202	2019	NR			
FOX203	2019	NR			
FOX204	2019	NR			
FOX205	2019	NR			
FOX206	2019	NR			
FOX207	2019	NR			
FOX208	2019	NR			
FOX209	2019	NR			
FOX305	2019	NR			
FOX317	2019	NR			
FOX319	2019	NR			
FOX322	2019	NR			
FOX323	2019	NR			
FOX324	2019	N	Arctic fox	2019_AF22	
FOX325	2019	R	Arctic fox	2019_AF22	
FOX334	2019	R	Arctic fox	2019_AF22	
FOX335	2019	NR			
FOX336	2019	NR			
FOX337	2019	NR			
FOX338	2019	R	Arctic fox	2019_AF23	Likely to be the rearing den of FOX339 (no cameras on FOX339)
FOX339	2019	N	Arctic fox	2019_AF23	Cubs were heard inside the den but not actually seen
FOX401	2019	NM			
